"ID","S1_S2.logFC","S1_S2.logCPM","S1_S2.LR","S1_S2.PValue","S1_S2.FDR","S1_S3.logFC","S1_S3.logCPM","S1_S3.LR","S1_S3.PValue","S1_S3.FDR","S2_S3.logFC","S2_S3.logCPM","S2_S3.LR","S2_S3.PValue","S2_S3.FDR"
"Glyma19g33540.1","Glyma19g33540.1",-0.170473043561637,8.30746648229354,0.134766230171182,0.713540546310457,0.999674854803839,-0.262018967575729,8.30746648229354,0.328211644300751,0.566714039025336,0.999759621939895,-0.0915459240140926,8.30746648229354,0.0418445054759101,0.837916460125814,0.999824593695449
"Glyma05g15740.1","Glyma05g15740.1",0.462348756557586,7.35789806052901,0.364088228926653,0.546244458049144,0.999674854803839,-0.182313328585133,7.35789806052901,0.0699823699706053,0.791362451115468,0.999759621939895,-0.644662085142718,7.35789806052901,0.740693492917213,0.389438818144899,0.999824593695449
"Glyma13g28880.2","Glyma13g28880.2",0.103496411109414,8.2346015599392,0.0514886201551954,0.820492917136247,0.999674854803839,0.335492601241269,8.2346015599392,0.499454036794302,0.47974011194353,0.999759621939895,0.231996190131854,8.2346015599392,0.227521005613481,0.633368088888035,0.999824593695449
"Glyma03g29190.1","Glyma03g29190.1",-0.60710964943539,7.51319458247862,0.66580364555877,0.414518484140976,0.999674854803839,-1.11969822650118,7.51319458247862,2.67968821518177,0.101635625398229,0.999759621939895,-0.512588577065792,7.51319458247862,0.676552119470712,0.410776523720512,0.999824593695449
"Glyma06g13430.1","Glyma06g13430.1",0.0168358053438782,8.40131330050559,0.00146780266926844,0.969438992647998,0.999674854803839,-0.0461163953803084,8.40131330050559,0.011243758092886,0.915553322422226,0.999759621939895,-0.0629522007241866,8.40131330050559,0.0205403703690862,0.886038155551806,0.999824593695449
"Glyma08g20210.1","Glyma08g20210.1",-0.0616575324332051,7.78653447177054,0.0145118510841622,0.904114689044113,0.999674854803839,1.59474630989272,7.78653447177054,5.55188831677391,0.0184607605399742,0.52667041353732,1.65640384232593,7.78653447177054,6.04369009839643,0.0139560835297002,0.999824593695449
"Glyma01g07800.2","Glyma01g07800.2",-0.092648956604146,7.9420041379495,0.0294432959234523,0.863759485208895,0.999674854803839,-0.0989609118305041,7.9420041379495,0.0336370581675061,0.854480971351715,0.999759621939895,-0.00631195522635809,7.9420041379495,0.00013918915134116,0.990586899832332,0.999824593695449
"Glyma08g18022.1","Glyma08g18022.1",-0.0353079621200995,6.71937451274736,0.00096428758602438,0.975227287845571,0.999674854803839,-0.0372724406895944,6.71937451274736,0.00107434385372284,0.973852272201602,0.999759621939895,-0.00196447856949492,6.71937451274736,2.9731954499174e-06,0.998624211813305,0.999824593695449
"Glyma18g07880.2","Glyma18g07880.2",0.626719695269979,7.02114193514611,0.483685017122208,0.486757879631136,0.999674854803839,0.359004748886243,7.02114193514611,0.172822947203005,0.677615055219266,0.999759621939895,-0.267714946383736,7.02114193514611,0.0778028172542515,0.780297345097863,0.999824593695449
"Glyma07g34100.2","Glyma07g34100.2",0.81374649598222,7.38768694068973,1.23640866317755,0.266164316240949,0.999674854803839,0.312736981278363,7.38768694068973,0.215503164557601,0.642487852545664,0.999759621939895,-0.501009514703857,7.38768694068973,0.417642822199215,0.518115579663047,0.999824593695449
"Glyma10g10310.2","Glyma10g10310.2",0.053419775610506,8.05950390595686,0.0113531212488995,0.915145172497077,0.999674854803839,0.153930813742258,8.05950390595686,0.0910288827750342,0.762873196647786,0.999759621939895,0.100511038131752,8.05950390595686,0.0375960062022214,0.846256614364416,0.999824593695449
"Glyma12g29110.1","Glyma12g29110.1",0.171848137861827,8.83219421048018,0.235983425793284,0.627122267401144,0.999674854803839,0.394275355795619,8.83219421048018,1.14978272685137,0.283594637109724,0.999759621939895,0.222427217933792,8.83219421048018,0.340481269176337,0.559551555892285,0.999824593695449
"Glyma10g29400.3","Glyma10g29400.3",-0.783888397918763,7.29728625455361,0.989380642585358,0.319893797975904,0.999674854803839,-0.714808307089418,7.29728625455361,0.803858670845151,0.36994218867368,0.999759621939895,0.0690800908293453,7.29728625455361,0.00955769503765624,0.922120119278681,0.999824593695449
"Glyma04g38230.1","Glyma04g38230.1",0.531408389569983,6.95045646898531,0.35810958467725,0.549558002779497,0.999674854803839,1.05528880032821,6.95045646898531,1.19397574350403,0.274529066177574,0.999759621939895,0.523880410758227,6.95045646898531,0.247192058088015,0.619059212386937,0.999824593695449
"Glyma17g10060.3","Glyma17g10060.3",0.0254322087339337,7.86230649089597,0.00213921362200822,0.96310968871892,0.999674854803839,0.143106980795207,7.86230649089597,0.0650405166604311,0.798699601791129,0.999759621939895,0.117674772061273,7.86230649089597,0.0430061351617498,0.835713720670773,0.999824593695449
"Glyma13g38390.1","Glyma13g38390.1",-0.0353079621200995,6.71937451274736,0.00096428758602438,0.975227287845571,0.999674854803839,-0.0372724406895944,6.71937451274736,0.00107434385372284,0.973852272201602,0.999759621939895,-0.00196447856949492,6.71937451274736,2.9731954499174e-06,0.998624211813305,0.999824593695449
"Glyma16g24720.2","Glyma16g24720.2",-0.137665443041113,7.50256508654741,0.0318232609786979,0.858416110378608,0.999674854803839,-1.1089265335706,7.50256508654741,2.84240547252605,0.0918066830500546,0.999759621939895,-0.971261090529492,7.50256508654741,2.24681440700319,0.133889779473423,0.999824593695449
"Glyma03g03910.2","Glyma03g03910.2",-0.0353079621200995,6.71937451274736,0.00096428758602438,0.975227287845571,0.999674854803839,-0.0372724406895944,6.71937451274736,0.00107434385372284,0.973852272201602,0.999759621939895,-0.00196447856949492,6.71937451274736,2.9731954499174e-06,0.998624211813305,0.999824593695449
"Glyma15g01560.1","Glyma15g01560.1",1.08814862496937,6.89616382549084,1.28197092884474,0.25753289583943,0.999674854803839,1.08618414639988,6.89616382549084,1.27698884625495,0.258459659983671,0.999759621939895,-0.00196447856949492,6.89616382549084,2.97319544961816e-06,0.998624211813374,0.999824593695449
"Glyma08g44510.2","Glyma08g44510.2",-0.0353079621200995,6.71937451274736,0.00096428758602438,0.975227287845571,0.999674854803839,-0.0372724406895944,6.71937451274736,0.00107434385372284,0.973852272201602,0.999759621939895,-0.00196447856949492,6.71937451274736,2.9731954499174e-06,0.998624211813305,0.999824593695449
"Glyma17g06580.1","Glyma17g06580.1",-1.1447398797536,7.11116021131542,1.95351972634889,0.162208071055691,0.999674854803839,0.0316588312377226,7.11116021131542,0.00102844459027085,0.97441672882024,0.999759621939895,1.17639871099132,7.11116021131542,2.00778520345869,0.15649363606636,0.999824593695449
"Glyma13g26010.5","Glyma13g26010.5",0.103500890853676,7.6810846831963,0.0294879213774291,0.86365728855864,0.999674854803839,0.166592925316479,7.6810846831963,0.0747325665178398,0.784566829661201,0.999759621939895,0.063092034462803,7.6810846831963,0.0102136724770986,0.919500675133088,0.999824593695449
"Glyma16g07510.1","Glyma16g07510.1",-0.0816515749315919,8.07390396469944,0.0261629116263032,0.871503095913824,0.999674854803839,-0.0403560214432601,8.07390396469944,0.00629709039405374,0.936750890115503,0.999759621939895,0.0412955534883317,8.07390396469944,0.00668324263734582,0.934844641000344,0.999824593695449
"Glyma11g20325.4","Glyma11g20325.4",-0.946743687505641,7.35646574402614,1.47772183175374,0.224131303298896,0.999674854803839,-0.940295000190025,7.35646574402614,1.45357379523715,0.227955371425478,0.999759621939895,0.00644868731561568,7.35646574402614,9.19133135941497e-05,0.992350683685264,0.999824593695449
"Glyma11g05280.1","Glyma11g05280.1",-0.449345450780141,8.57959908758711,1.24986154863091,0.263578922389538,0.999674854803839,-0.129818831139863,8.57959908758711,0.0934416601813989,0.75984656158943,0.999759621939895,0.319526619640278,8.57959908758711,0.650411627023117,0.419965550602512,0.999824593695449
"Glyma16g18700.1","Glyma16g18700.1",1.36241270438815,7.07663651725662,2.68656437216838,0.101197798658336,0.999674854803839,1.68172445192591,7.07663651725662,3.68759349420333,0.0548186554459951,0.934721817976828,0.31931174753776,7.07663651725662,0.0863754189740887,0.768836646509101,0.999824593695449
"Glyma01g31600.1","Glyma01g31600.1",-0.123325512054276,8.5518763916792,0.088041193563912,0.766682299877375,0.999674854803839,-0.186758130199216,8.5518763916792,0.206172738742396,0.649783854985817,0.999759621939895,-0.0634326181449397,8.5518763916792,0.0244528651956603,0.875738135985724,0.999824593695449
"Glyma10g05890.1","Glyma10g05890.1",-0.00223451034501846,8.30032026108328,2.43414471963049e-05,0.996063488747605,0.999674854803839,0.0654801690422417,8.30032026108328,0.0204086157432816,0.886401755614166,0.999759621939895,0.0677146793872602,8.30032026108328,0.0215398219736454,0.883317896645367,0.999824593695449
"Glyma15g06190.1","Glyma15g06190.1",-0.0869739533239491,8.07529311005065,0.0305787761909516,0.861183447746246,0.999674854803839,0.0883240579282282,8.07529311005065,0.0296885616888499,0.863198783308468,0.999759621939895,0.175298011252177,8.07529311005065,0.118770548703446,0.730371772748996,0.999824593695449
"Glyma14g06930.2","Glyma14g06930.2",0.883797154341883,6.85496257050566,0.794366282797105,0.372783114318984,0.999674854803839,0.881832675772389,6.85496257050566,0.790627245404343,0.373910527646886,0.999759621939895,-0.00196447856949492,6.85496257050566,2.97319545006225e-06,0.998624211813272,0.999824593695449
"Glyma10g06040.1","Glyma10g06040.1",-0.0192518443571514,8.55398662679867,0.00218623765922076,0.96270672489472,0.999674854803839,-0.0622480306888302,8.55398662679867,0.0231769264599595,0.878997882281669,0.999759621939895,-0.0429961863316788,8.55398662679867,0.0109742813914028,0.916567675548714,0.999824593695449
"Glyma18g02260.1","Glyma18g02260.1",-0.105009972299578,8.39092057760342,0.0573736040293459,0.810696282492039,0.999674854803839,-0.0475729039846285,8.39092057760342,0.0115373078455883,0.914462245368261,0.999759621939895,0.0574370683149497,8.39092057760342,0.017184862334394,0.895703284314833,0.999824593695449
"Glyma09g18900.6","Glyma09g18900.6",-0.150694155743035,6.84154267699443,0.0219908630776191,0.882111408485748,0.999674854803839,0.00975254613694456,6.84154267699443,8.76176175511612e-05,0.992531567855527,0.999759621939895,0.16044670187998,6.84154267699443,0.0244817115096261,0.875665459404949,0.999824593695449
"Glyma06g01500.2","Glyma06g01500.2",0.828679916675703,7.72465060460012,2.10596358606341,0.146725889327371,0.999674854803839,1.05956488322544,7.72465060460012,3.18207904704763,0.0744499456201168,0.999759621939895,0.230884966549735,7.72465060460012,0.113341674964881,0.73637129500982,0.999824593695449
"Glyma02g16240.3","Glyma02g16240.3",-0.0659227882949853,8.0195079046969,0.0162794347536048,0.898472742350226,0.999674854803839,-0.0162280892440752,8.0195079046969,0.000969255635963256,0.975163575366946,0.999759621939895,0.0496946990509101,8.0195079046969,0.00916382573704125,0.923736702819528,0.999824593695449
"Glyma02g47000.1","Glyma02g47000.1",0.188137358323443,7.67440131865648,0.107902211272374,0.742545195608818,0.999674854803839,0.821482499926392,7.67440131865648,1.66092832941178,0.197478029296618,0.999759621939895,0.633345141602949,7.67440131865648,0.915905219764385,0.338552429815427,0.999824593695449
"Glyma07g08110.1","Glyma07g08110.1",-0.028960702885584,8.55215438928156,0.00503621813017638,0.943424563119456,0.999674854803839,0.0184045908953647,8.55215438928156,0.00199961200407327,0.964332866143384,0.999759621939895,0.0473652937809487,8.55215438928156,0.0131892344424481,0.908568461850269,0.999824593695449
"Glyma10g43600.1","Glyma10g43600.1",0.549197622833753,6.79695771502317,0.277239415635115,0.598516336499071,0.999674854803839,0.547233144264258,6.79695771502317,0.275191358337968,0.599870433348525,0.999759621939895,-0.00196447856949492,6.79695771502317,2.97319545006225e-06,0.998624211813272,0.999824593695449
"Glyma13g34440.1","Glyma13g34440.1",-0.0117828792398986,8.29355784653744,0.000683455594913993,0.979143292759557,0.999674854803839,0.133832573533711,8.29355784653744,0.0838292156435461,0.772173718608199,0.999759621939895,0.145615452773609,8.29355784653744,0.0982709596872603,0.753914499567723,0.999824593695449
"Glyma08g41715.1","Glyma08g41715.1",-0.0353079621200995,6.71937451274736,0.00096428758602438,0.975227287845571,0.999674854803839,-0.0372724406895944,6.71937451274736,0.00107434385372284,0.973852272201602,0.999759621939895,-0.00196447856949492,6.71937451274736,2.9731954499174e-06,0.998624211813305,0.999824593695449
"Glyma19g01890.1","Glyma19g01890.1",-0.186221274434203,8.4219134062883,0.181860364007965,0.669779323850467,0.999674854803839,-0.167928925178665,8.4219134062883,0.146851096947941,0.701562910115501,0.999759621939895,0.0182923492555375,8.4219134062883,0.00183006882589053,0.965877462130864,0.999824593695449
"Glyma06g43361.1","Glyma06g43361.1",-0.151681981694269,7.27481451825781,0.0470687941740282,0.828244631890776,0.999674854803839,0.946564135732759,7.27481451825781,1.27690635118575,0.258475040321377,0.999759621939895,1.09824611742703,7.27481451825781,1.78230873463362,0.181866082501384,0.999824593695449
"Glyma09g37250.2","Glyma09g37250.2",-0.0353079621200995,6.71937451274736,0.00096428758602438,0.975227287845571,0.999674854803839,-0.0372724406895944,6.71937451274736,0.00107434385372284,0.973852272201602,0.999759621939895,-0.00196447856949492,6.71937451274736,2.9731954499174e-06,0.998624211813305,0.999824593695449
"Glyma07g25825.1","Glyma07g25825.1",-0.150694155743035,6.96678745806352,0.0219908630776191,0.882111408485748,0.999674854803839,-0.791900114561853,6.96678745806352,0.740788786179612,0.389408318896697,0.999759621939895,-0.641205958818817,6.96678745806352,0.501712621009256,0.478748576447413,0.999824593695449
"Glyma13g28280.1","Glyma13g28280.1",-0.0353079621200995,6.71937451274736,0.00096428758602438,0.975227287845571,0.999674854803839,-0.0372724406895944,6.71937451274736,0.00107434385372284,0.973852272201602,0.999759621939895,-0.00196447856949492,6.71937451274736,2.9731954499174e-06,0.998624211813305,0.999824593695449
"Glyma06g08640.1","Glyma06g08640.1",0.0791868055278256,7.91620643571052,0.022780462797318,0.880029372515495,0.999674854803839,0.385258829862585,7.91620643571052,0.485705033215422,0.485849472035144,0.999759621939895,0.30607202433476,7.91620643571052,0.294546816679245,0.587321448190192,0.999824593695449
"Glyma10g06610.1","Glyma10g06610.1",-0.182091432514361,8.5554117953102,0.189331872917346,0.663473276508603,0.999674854803839,-0.283316985665025,8.5554117953102,0.474133777644014,0.491091559243025,0.999759621939895,-0.101225553150664,8.5554117953102,0.063475634122831,0.801084571650106,0.999824593695449
"Glyma15g40166.1","Glyma15g40166.1",-0.0881555526658909,8.29129433343556,0.0369608937878831,0.847544688533439,0.999674854803839,-0.0540486484980567,8.29129433343556,0.0137219992125706,0.90674836968377,0.999759621939895,0.0341069041678342,8.29129433343556,0.00555128476661165,0.940607015680677,0.999824593695449
"Glyma02g38475.1","Glyma02g38475.1",-0.208362841836458,7.53689892752925,0.0976633573726109,0.754651922245425,0.999674854803839,-0.225017180313975,7.53689892752925,0.114443624704632,0.735140760206039,0.999759621939895,-0.0166543384775166,7.53689892752925,0.000662210867687973,0.979469936953247,0.999824593695449
"Glyma18g12005.1","Glyma18g12005.1",0.28175111141601,6.75807028831716,0.0673837254233777,0.795184869158597,0.999674854803839,0.279786632846515,6.75807028831716,0.0664318810900943,0.796604618374315,0.999759621939895,-0.00196447856949492,6.75807028831716,2.9731954498402e-06,0.998624211813323,0.999824593695449
"Glyma07g33040.2","Glyma07g33040.2",0.00846382626433812,8.32435254768434,0.000340979425525058,0.985267397595617,0.999674854803839,-0.126330736626516,8.32435254768434,0.0794785817615678,0.778005267811573,0.999759621939895,-0.134794562890854,8.32435254768434,0.0889492003226765,0.765517304167748,0.999824593695449
"Glyma17g16741.1","Glyma17g16741.1",-1.3379728320732,7.38589226983763,2.9936871471264,0.0835896397009563,0.999674854803839,-1.09877972097264,7.38589226983763,1.86661426276033,0.171863356444525,0.999759621939895,0.239193111100561,7.38589226983763,0.135206478560818,0.713093707227825,0.999824593695449
"Glyma07g38090.1","Glyma07g38090.1",-0.576408804852759,8.57890561642853,1.76857514166641,0.183558514814553,0.999674854803839,-0.790133631332135,8.57890561642853,3.57256617058338,0.0587414687126904,0.976626867576975,-0.213724826479376,8.57890561642853,0.313377770929384,0.575614809005622,0.999824593695449
"Glyma07g29031.1","Glyma07g29031.1",-0.0353079621200995,6.71937451274736,0.00096428758602438,0.975227287845571,0.999674854803839,-0.0372724406895944,6.71937451274736,0.00107434385372284,0.973852272201602,0.999759621939895,-0.00196447856949492,6.71937451274736,2.9731954499174e-06,0.998624211813305,0.999824593695449
"Glyma10g05280.2","Glyma10g05280.2",0.0506099488624955,6.99762065687597,0.00308571334312013,0.955700936487416,0.999674854803839,0.0376387397470113,6.99762065687597,0.00171235561653349,0.966992463477398,0.999759621939895,-0.0129712091154843,6.99762065687597,0.000197374728863942,0.988790879229175,0.999824593695449
"Glyma18g43190.2","Glyma18g43190.2",-0.967852010844912,7.4856694947138,1.60136265881922,0.205710208979831,0.999674854803839,-1.33229749024115,7.4856694947138,3.41750759808941,0.0645083375609261,0.999759621939895,-0.364445479396237,7.4856694947138,0.347021729323954,0.555803918079127,0.999824593695449
"Glyma18g03980.4","Glyma18g03980.4",0.0282039006982132,8.26274006536912,0.00362237108543013,0.952007386780313,0.999674854803839,-0.0748055370081572,8.26274006536912,0.026372598760468,0.870993686132752,0.999759621939895,-0.10300943770637,8.26274006536912,0.0488352772499022,0.825102514596022,0.999824593695449
"Glyma08g22410.1","Glyma08g22410.1",0.131437743667986,8.09625266408618,0.0711961116651927,0.789603138444627,0.999674854803839,0.205248780034297,8.09625266408618,0.169168371179853,0.680851962463358,0.999759621939895,0.0738110363663104,8.09625266408618,0.0206429442630507,0.88575590800404,0.999824593695449
"Glyma16g03750.1","Glyma16g03750.1",-0.195575105857733,8.11544364765645,0.152299205555927,0.696347767330785,0.999674854803839,-0.196520876792239,8.11544364765645,0.153705455137762,0.69501914763008,0.999759621939895,-0.000945770934506182,8.11544364765645,3.74933671182243e-06,0.998455040809305,0.999824593695449
"Glyma20g02970.2","Glyma20g02970.2",-0.0531561728308224,7.61504284127565,0.00766318033902802,0.930242615561669,0.999674854803839,0.354205904065811,7.61504284127565,0.296606471102592,0.586017721600151,0.999759621939895,0.407362076896633,7.61504284127565,0.393958685219746,0.530225854047681,0.999824593695449
"Glyma09g12390.1","Glyma09g12390.1",-0.0204707558176037,7.73042140822427,0.00116084960199098,0.972820339899176,0.999674854803839,-0.0984104159284097,7.73042140822427,0.0275184304652735,0.868246035517668,0.999759621939895,-0.0779396601108061,7.73042140822427,0.0171342814885709,0.895856011692261,0.999824593695449
"Glyma14g35110.1","Glyma14g35110.1",0.28175111141601,6.75807028831716,0.0673837254233777,0.795184869158597,0.999674854803839,0.279786632846515,6.75807028831716,0.0664318810900943,0.796604618374315,0.999759621939895,-0.00196447856949492,6.75807028831716,2.9731954498402e-06,0.998624211813323,0.999824593695449
"Glyma08g32690.1","Glyma08g32690.1",-0.0353079621200995,6.71937451274736,0.00096428758602438,0.975227287845571,0.999674854803839,-0.0372724406895944,6.71937451274736,0.00107434385372284,0.973852272201602,0.999759621939895,-0.00196447856949492,6.71937451274736,2.9731954499174e-06,0.998624211813305,0.999824593695449
"Glyma07g15120.1","Glyma07g15120.1",1.41667332169922,7.20086935179823,3.37576099128234,0.0661620182815784,0.999674854803839,1.67051964574788,7.20086935179823,4.3152602490913,0.037771992913432,0.777099126119533,0.253846324048657,7.20086935179823,0.0630558404768486,0.801729667552091,0.999824593695449
"Glyma15g23130.2","Glyma15g23130.2",-0.0353079621200995,6.71937451274736,0.00096428758602438,0.975227287845571,0.999674854803839,-0.0372724406895944,6.71937451274736,0.00107434385372284,0.973852272201602,0.999759621939895,-0.00196447856949492,6.71937451274736,2.9731954499174e-06,0.998624211813305,0.999824593695449
"Glyma05g03930.2","Glyma05g03930.2",0.0511968318739463,7.80167941588893,0.00857158210564374,0.92623497755637,0.999674854803839,0.399822337051005,7.80167941588893,0.464339811803731,0.495602710010271,0.999759621939895,0.348625505177059,7.80167941588893,0.342438841418239,0.558424847921131,0.999824593695449
"Glyma14g33650.3","Glyma14g33650.3",-0.123948929118381,8.14782469678827,0.0638147902331878,0.800565046157994,0.999674854803839,-0.106609231199105,8.14782469678827,0.0468946332040611,0.828557740289121,0.999759621939895,0.0173396979192763,8.14782469678827,0.00127546476751868,0.971510686691432,0.999824593695449
"Glyma03g26490.1","Glyma03g26490.1",-0.0353079621200995,6.7517213827225,0.000964287586024376,0.975227287845571,0.999674854803839,-0.307306527399164,6.7517213827225,0.0791145588826642,0.778500938016686,0.999759621939895,-0.271998565279065,6.7517213827225,0.0617295007911437,0.803782984740442,0.999824593695449
"Glyma06g01870.1","Glyma06g01870.1",-0.0330828734621495,8.54443269622486,0.00642480575863283,0.936114070370785,0.999674854803839,-0.0554513018991117,8.54443269622486,0.0181743815529901,0.892760206371931,0.999759621939895,-0.0223684284369622,8.54443269622486,0.00294896670429697,0.956692652508223,0.999824593695449
"Glyma03g39030.1","Glyma03g39030.1",-0.356584188227354,6.78997988773954,0.108183539205492,0.742221703462427,0.999674854803839,-0.307306527399164,6.78997988773954,0.0791145588826642,0.778500938016686,0.999759621939895,0.0492776608281896,6.78997988773954,0.00223242255383393,0.962315158053825,0.999824593695449
"Glyma05g37060.2","Glyma05g37060.2",-0.0337358357848213,7.68566642808998,0.00256121054086966,0.959637566099786,0.999674854803839,-0.726196036469514,7.68566642808998,1.49475402469816,0.221480308600105,0.999759621939895,-0.692460200684692,7.68566642808998,1.35376178523669,0.244621551536524,0.999824593695449
"Glyma02g08940.1","Glyma02g08940.1",-0.15593999782459,8.29097454703595,0.113035353251628,0.736714543157752,0.999674854803839,-0.18488672462975,8.29097454703595,0.160345959474699,0.6888381999375,0.999759621939895,-0.0289467268051601,8.29097454703595,0.00408522023215074,0.949037329086736,0.999824593695449
